"","name","sq_mi","X","adm1","iso","umd_tree_cover_loss__year","umd_tree_cover_loss__ha","gfw_gross_emissions_co2e_all_gases__Mg"
"346","Kentucky","40,408",346,18,"USA",2004,13810.251232291,4487090.29799568
"347","Kentucky","40,408",347,18,"USA",2005,15521.2782211484,5153341.6766419
"348","Kentucky","40,408",348,18,"USA",2010,14130.3506382972,4946059.1699095
"349","Kentucky","40,408",349,18,"USA",2009,12423.8363750667,4314305.35463445
"350","Kentucky","40,408",350,18,"USA",2001,12594.677932431,3917047.19538375
"351","Kentucky","40,408",351,18,"USA",2002,8477.51015051246,2660674.40205119
"352","Kentucky","40,408",352,18,"USA",2007,18291.9926057022,6178692.71921352
"353","Kentucky","40,408",353,18,"USA",2017,17463.6289339338,6321296.48311726
"354","Kentucky","40,408",354,18,"USA",2003,8951.06004216553,2933569.72248928
"355","Kentucky","40,408",355,18,"USA",2008,17695.3697395382,6066873.41528972
"356","Kentucky","40,408",356,18,"USA",2015,10563.3606425594,3781422.39920127
"357","Kentucky","40,408",357,18,"USA",2006,14386.1983410918,4761306.59870515
"358","Kentucky","40,408",358,18,"USA",2011,9639.61901219034,3388442.53471888
"359","Kentucky","40,408",359,18,"USA",2012,13030.9867602354,4617623.93274756
"360","Louisiana","52,378",360,19,"USA",2013,82065.723637404,43667093.5951967
"361","Louisiana","52,378",361,19,"USA",2005,125943.478539152,49099026.4702222
"362","Louisiana","52,378",362,19,"USA",2017,86684.9398257715,50473067.6190047
"363","Louisiana","52,378",363,19,"USA",2009,92605.9894209258,39909545.2664446
"364","Louisiana","52,378",364,19,"USA",2002,96507.8329419405,34325546.8395288
"365","Louisiana","52,378",365,19,"USA",2010,106701.667153344,47699787.8879039
"366","Louisiana","52,378",366,19,"USA",2014,86691.8324258938,47753919.9203525
"367","Louisiana","52,378",367,19,"USA",2003,88509.574465164,32641795.5031745
"368","Louisiana","52,378",368,19,"USA",2018,76347.012549329,44851674.4848623
"369","Louisiana","52,378",369,19,"USA",2007,116815.975612321,49155326.6838079
"370","Louisiana","52,378",370,19,"USA",2012,98515.1617118016,45767052.0960107
"371","Louisiana","52,378",371,19,"USA",2006,120532.330808937,48923786.0349661
"372","Louisiana","52,378",372,19,"USA",2008,106081.864402322,44930627.5486808
"373","Louisiana","52,378",373,19,"USA",2015,78398.9809530839,44023076.0295986
"374","Louisiana","52,378",374,19,"USA",2020,69394.5041811181,41250406.252859
"375","Louisiana","52,378",375,19,"USA",2019,69121.521467212,40878114.2195974
"376","Louisiana","52,378",376,19,"USA",2011,91872.2092563933,41211140.204553
"377","Louisiana","52,378",377,19,"USA",2004,115126.551167567,44091617.4244789
"378","Louisiana","52,378",378,19,"USA",2016,82872.0038314752,47410995.4689475
"379","Louisiana","52,378",379,19,"USA",2001,102374.86659101,34917798.0838906
"380","Maine","35,380",380,20,"USA",2015,46084.5631325807,14430130.3873537
"381","Maine","35,380",381,20,"USA",2014,44011.8387221704,13620375.6853179
"382","Maine","35,380",382,20,"USA",2013,40365.9651112277,12140960.3570217
"383","Maine","35,380",383,20,"USA",2001,44453.8844292457,11381537.7818666
"384","Maine","35,380",384,20,"USA",2020,58987.8757593859,19538413.5228827
"385","Maine","35,380",385,20,"USA",2018,63496.0085581339,20873689.8964131
"386","Maine","35,380",386,20,"USA",2005,51147.3487169335,14176781.0948051
"387","Maine","35,380",387,20,"USA",2019,56985.8005429731,18907437.8765683
"388","Maine","35,380",388,20,"USA",2009,42331.4232021389,12376825.7738099
"389","Maine","35,380",389,20,"USA",2003,29402.0473906466,7879133.46128364
"390","Maine","35,380",390,20,"USA",2002,46017.2481268022,11704792.4132986
"391","Maine","35,380",391,20,"USA",2016,60127.0903012309,18891077.35483
"392","Maine","35,380",392,20,"USA",2017,61617.4689674106,19928659.9998358
"393","Maine","35,380",393,20,"USA",2011,28155.2093969274,8655185.34400783
"394","Maine","35,380",394,20,"USA",2004,49532.0458256082,13537925.7014303
"395","Maine","35,380",395,20,"USA",2010,42049.9032497249,12600982.6909413
"396","Maine","35,380",396,20,"USA",2006,46708.3674320659,13131726.3729147
"397","Maine","35,380",397,20,"USA",2008,56464.8687907149,16012221.4774593
"398","Maine","35,380",398,20,"USA",2007,45592.4593347104,13168968.6793519
"399","Maine","35,380",399,20,"USA",2012,47913.8381568604,14636353.8075836
"400","Maryland","12,406",400,21,"USA",2020,2970.7109639437,1399995.62767467
"401","Maryland","12,406",401,21,"USA",2017,3533.1696989601,1535222.86824548
"402","Maryland","12,406",402,21,"USA",2013,1714.67270134094,670962.279314562
"403","Maryland","12,406",403,21,"USA",2018,2378.63437369789,1029479.0401316
"404","Maryland","12,406",404,21,"USA",2005,4222.92023402877,1441654.94353981
"405","Maryland","12,406",405,21,"USA",2006,4583.17920721946,1545482.31932863
"406","Maryland","12,406",406,21,"USA",2001,4364.71976587307,1400914.61122392
"407","Maryland","12,406",407,21,"USA",2009,2446.77065524998,906369.083961743
"408","Maryland","12,406",408,21,"USA",2002,4005.03818174683,1355121.03246919
"409","Maryland","12,406",409,21,"USA",2014,1965.82606353945,801419.420812819
"410","Maryland","12,406",410,21,"USA",2003,2291.63227172838,780086.129126419
"411","Maryland","12,406",411,21,"USA",2008,2722.80505932018,968063.769851566
"412","Maryland","12,406",412,21,"USA",2015,2427.82779072591,1014728.07226598
"413","Maryland","12,406",413,21,"USA",2010,2404.03780558223,898956.189374704
"414","Maryland","12,406",414,21,"USA",2011,1705.13052338451,657797.42056295
"415","Maryland","12,406",415,21,"USA",2012,2367.13884805634,944100.963220508
"416","Maryland","12,406",416,21,"USA",2004,3378.4677751105,1130024.18379376
"417","Maryland","12,406",417,21,"USA",2007,3682.64644771536,1296296.46273407
"418","Maryland","12,406",418,21,"USA",2019,2647.2585165071,1168139.50520135
"419","Maryland","12,406",419,21,"USA",2016,3081.94587887591,1279048.64397955
"420","Massachusetts","10,554",420,22,"USA",2013,1332.55262561987,498378.035533097
"421","Massachusetts","10,554",421,22,"USA",2018,3921.38990282225,1665246.90150649
"422","Massachusetts","10,554",422,22,"USA",2004,2409.04816381559,832211.987962083
"423","Massachusetts","10,554",423,22,"USA",2006,2808.13277438853,1001567.92480358
"424","Massachusetts","10,554",424,22,"USA",2011,1874.53225882168,736245.575294335
"425","Massachusetts","10,554",425,22,"USA",2001,2112.02493517147,674768.692950499
"426","Massachusetts","10,554",426,22,"USA",2020,3749.24406826571,1550643.6989565
"427","Massachusetts","10,554",427,22,"USA",2016,3959.53888183775,1563569.24661584
"428","Massachusetts","10,554",428,22,"USA",2005,2333.22108702444,826305.881973831
"429","Massachusetts","10,554",429,22,"USA",2014,1954.28819741154,754164.920910746
"430","Massachusetts","10,554",430,22,"USA",2009,1531.67229690245,588749.109087796
"431","Massachusetts","10,554",431,22,"USA",2015,2620.5341199071,1040005.04839569
"432","Massachusetts","10,554",432,22,"USA",2002,2026.39472810034,681735.299606932
"433","Massachusetts","10,554",433,22,"USA",2010,1879.05077750139,716004.47082662
"434","Massachusetts","10,554",434,22,"USA",2017,5883.20768575979,2358894.95941914
"435","Massachusetts","10,554",435,22,"USA",2003,1845.47786815949,625737.981049688
"436","Massachusetts","10,554",436,22,"USA",2008,2469.55242013497,895182.371843743
"437","Massachusetts","10,554",437,22,"USA",2007,2258.47144287109,818944.632689597
"438","Massachusetts","10,554",438,22,"USA",2019,3521.01337609342,1449550.95907816
"439","Massachusetts","10,554",439,22,"USA",2012,1963.63342257804,774979.831984972
"440","Michigan","96,714",440,23,"USA",2009,29398.9402674921,7079079.35094911
"441","Michigan","96,714",441,23,"USA",2013,24471.1906206009,6237966.67286644
"442","Michigan","96,714",442,23,"USA",2002,19186.1253834978,4022590.89144009
"443","Michigan","96,714",443,23,"USA",2006,26208.4798570678,5863636.25835432
"444","Michigan","96,714",444,23,"USA",2020,37372.9539766323,11275186.218875
"445","Michigan","96,714",445,23,"USA",2018,36639.5864167722,10585684.7907562
"446","Michigan","96,714",446,23,"USA",2016,32280.0815314672,8906136.06133403
"447","Michigan","96,714",447,23,"USA",2014,27852.5133647992,7457770.37016694
"448","Michigan","96,714",448,23,"USA",2017,35718.6426931799,10089484.7570378
"449","Michigan","96,714",449,23,"USA",2001,21328.6877064681,4233919.09901043
"450","Michigan","96,714",450,23,"USA",2007,27169.1233509924,6244651.26591877
"451","Michigan","96,714",451,23,"USA",2005,25424.0920381703,5606348.93573563
"452","Michigan","96,714",452,23,"USA",2011,19104.5473001024,4945084.94294732
"453","Michigan","96,714",453,23,"USA",2003,13102.7143223874,2867725.56135009
"454","Michigan","96,714",454,23,"USA",2015,28242.8899815897,7520115.05479076
"455","Michigan","96,714",455,23,"USA",2012,34979.5888489391,8490112.712623
"456","Michigan","96,714",456,23,"USA",2019,38379.1226816064,11323078.8851166
"457","Michigan","96,714",457,23,"USA",2010,26117.8877186604,6442254.7180991
"458","Michigan","96,714",458,23,"USA",2004,28430.6614906024,6088693.9771894
"459","Michigan","96,714",459,23,"USA",2008,31282.0112097328,7359323.85341167
"460","Minnesota","86,936",460,24,"USA",2014,31644.6471277354,7180093.51336501
"461","Minnesota","86,936",461,24,"USA",2013,24860.3446285411,5370409.92097216
"462","Minnesota","86,936",462,24,"USA",2018,36586.844634408,8929707.03787619
"463","Minnesota","86,936",463,24,"USA",2002,24028.6873187491,4272722.85481658
"464","Minnesota","86,936",464,24,"USA",2007,41362.4791438718,7607270.43234524
"465","Minnesota","86,936",465,24,"USA",2019,36902.6241845833,9181306.64476911
"466","Minnesota","86,936",466,24,"USA",2006,36660.0051306421,6364633.70596484
"467","Minnesota","86,936",467,24,"USA",2004,31908.3436278538,5899396.45955191
"468","Minnesota","86,936",468,24,"USA",2020,30530.0952341151,7911234.94407649
"469","Minnesota","86,936",469,24,"USA",2016,34983.9755860453,8444340.6189548
"470","Minnesota","86,936",470,24,"USA",2005,30588.4492322648,5767038.45118881
"471","Minnesota","86,936",471,24,"USA",2001,30038.760801665,5218568.74335895
"472","Minnesota","86,936",472,24,"USA",2009,24282.7785896684,5137174.28056105
"473","Minnesota","86,936",473,24,"USA",2003,17278.312469768,3153626.89813525
"474","Minnesota","86,936",474,24,"USA",2012,59529.3203830545,9816703.13249172
"475","Minnesota","86,936",475,24,"USA",2010,28322.652472645,6138356.64064811
"476","Minnesota","86,936",476,24,"USA",2017,38800.0725526292,9456349.71938089
"477","Minnesota","86,936",477,24,"USA",2015,33681.1497393628,7806937.14698513
"478","Minnesota","86,936",478,24,"USA",2011,31714.8002174562,6803570.87412813
"479","Minnesota","86,936",479,24,"USA",2008,37863.4607733523,7836317.10178298
"480","Mississippi","48,432",480,25,"USA",2009,95907.6378026577,37714367.6297808
"481","Mississippi","48,432",481,25,"USA",2005,164433.277435249,59447309.5734013
"482","Mississippi","48,432",482,25,"USA",2017,133746.160578393,67105388.3142027
"483","Mississippi","48,432",483,25,"USA",2002,106820.049532217,34891357.2880234
"484","Mississippi","48,432",484,25,"USA",2010,127196.944396185,51116095.629055
"485","Mississippi","48,432",485,25,"USA",2006,126354.745696552,46652914.2448035
"486","Mississippi","48,432",486,25,"USA",2013,105312.16857627,47394963.8988232
"487","Mississippi","48,432",487,25,"USA",2018,111334.944684127,56674737.1149904
"488","Mississippi","48,432",488,25,"USA",2007,132604.392727951,50260759.5675264
"489","Mississippi","48,432",489,25,"USA",2014,112791.710762901,52561304.5498784
"490","Mississippi","48,432",490,25,"USA",2003,102523.477947799,34610370.1925341
"491","Mississippi","48,432",491,25,"USA",2020,90972.0222617859,48855772.0259213
"492","Mississippi","48,432",492,25,"USA",2015,105140.404767363,50970139.8456117
"493","Mississippi","48,432",493,25,"USA",2016,123924.432923705,61061240.7416141
"494","Mississippi","48,432",494,25,"USA",2011,107595.333067301,44202442.3899066
"495","Mississippi","48,432",495,25,"USA",2008,140397.654206703,54474807.9462891
"496","Mississippi","48,432",496,25,"USA",2004,128547.703368953,45474048.4668061
"497","Mississippi","48,432",497,25,"USA",2012,122819.378860639,51125450.7640265
"498","Mississippi","48,432",498,25,"USA",2019,101559.00263086,52520861.595151
"499","Mississippi","48,432",499,25,"USA",2001,132546.371779904,41236954.7243508
"500","Missouri","69,707",500,26,"USA",2017,21370.4053494279,6339136.40323632
"501","Missouri","69,707",501,26,"USA",2015,9015.02218871223,2708571.0409281
"502","Missouri","69,707",502,26,"USA",2014,13278.3903868468,3696909.04409397
"503","Missouri","69,707",503,26,"USA",2019,11219.4557023741,3587108.54197913
"504","Missouri","69,707",504,26,"USA",2013,12112.3514192219,3439276.45314428
"505","Missouri","69,707",505,26,"USA",2018,14110.72583997,4366633.09213624
"506","Missouri","69,707",506,26,"USA",2002,13347.0427639444,3453824.82717442
"507","Missouri","69,707",507,26,"USA",2016,14260.5348901078,4193876.44762872
"508","Missouri","69,707",508,26,"USA",2003,11280.6352980445,2888966.55978442
"509","Missouri","69,707",509,26,"USA",2001,15980.8107893262,4042475.99867707
"510","Missouri","69,707",510,26,"USA",2020,12347.2772153945,3972325.39417971
"511","Missouri","69,707",511,26,"USA",2009,28706.4703960939,8764841.0411013
"512","Missouri","69,707",512,26,"USA",2004,16406.0084160432,4313363.77273875
"513","Missouri","69,707",513,26,"USA",2005,15200.9221888209,4107761.67069376
"514","Missouri","69,707",514,26,"USA",2010,13336.099165769,3857075.5622748
"515","Missouri","69,707",515,26,"USA",2008,19119.5720837264,5451719.29793204
"516","Missouri","69,707",516,26,"USA",2011,12559.0379649545,3702090.72918159
"517","Missouri","69,707",517,26,"USA",2007,29606.8224131303,8300454.55900243
"518","Missouri","69,707",518,26,"USA",2012,18592.9687263411,5195758.28799107
"519","Missouri","69,707",519,26,"USA",2006,18786.2147639896,5122977.71174498
"520","Montana","147,040",520,27,"USA",2020,21236.8518657516,8159702.07033189
"521","Montana","147,040",521,27,"USA",2013,28163.4414346835,8364494.15608318
"522","Montana","147,040",522,27,"USA",2005,58352.586582626,20159042.1045283
"523","Montana","147,040",523,27,"USA",2001,116797.162923957,42125199.9029127
"524","Montana","147,040",524,27,"USA",2017,101760.337738145,24345018.9980568
"525","Montana","147,040",525,27,"USA",2009,25470.3879421574,9699834.5736129
"526","Montana","147,040",526,27,"USA",2002,58159.7239815399,18506869.5678894
"527","Montana","147,040",527,27,"USA",2010,34082.1490353669,12910091.2032662
"528","Montana","147,040",528,27,"USA",2006,54386.7689822598,16554894.1245425
"529","Montana","147,040",529,27,"USA",2003,69284.0758494732,16578293.8679816
"530","Montana","147,040",530,27,"USA",2018,100686.210377366,28427150.8965466
"531","Montana","147,040",531,27,"USA",2007,130370.983486907,30428925.0538161
"532","Montana","147,040",532,27,"USA",2014,21894.5356199056,7752509.71320014
"533","Montana","147,040",533,27,"USA",2011,22705.4064493884,7620851.30624553
"534","Montana","147,040",534,27,"USA",2008,108643.652337958,30235976.9643472
"535","Montana","147,040",535,27,"USA",2015,40356.0815436909,10731858.8929503
"536","Montana","147,040",536,27,"USA",2012,41075.3662033911,13116375.9041666
"537","Montana","147,040",537,27,"USA",2019,24293.5449910598,9645225.40699533
"538","Montana","147,040",538,27,"USA",2004,191415.354499951,61624668.4169024
"539","Montana","147,040",539,27,"USA",2016,50644.7121539349,15065143.957356
"540","Nebraska","77,348",540,28,"USA",2013,3551.66462469153,604140.524134332
"541","Nebraska","77,348",541,28,"USA",2015,517.40637820969,119305.723753083
"542","Nebraska","77,348",542,28,"USA",2011,341.280387981563,77638.4612098552
"543","Nebraska","77,348",543,28,"USA",2018,657.644097327945,151727.878074106
"544","Nebraska","77,348",544,28,"USA",2004,802.169141455718,189318.767457237
"545","Nebraska","77,348",545,28,"USA",2006,485.810801197866,93655.0394078682
"546","Nebraska","77,348",546,28,"USA",2014,1082.84453282722,257788.389402853
"547","Nebraska","77,348",547,28,"USA",2017,673.678907706168,153479.223557694
"548","Nebraska","77,348",548,28,"USA",2001,220.18727562237,47878.1913861416
"549","Nebraska","77,348",549,28,"USA",2020,272.799801245335,64878.8569341995
"550","Nebraska","77,348",550,28,"USA",2016,640.662204301414,136818.64572288
"551","Nebraska","77,348",551,28,"USA",2005,980.131639688498,238624.09857242
"552","Nebraska","77,348",552,28,"USA",2019,434.519182769779,103841.185929172
"553","Nebraska","77,348",553,28,"USA",2009,241.168529746726,53761.2720156359
"554","Nebraska","77,348",554,28,"USA",2008,254.637955527844,60612.1978834331
"555","Nebraska","77,348",555,28,"USA",2002,201.928932963467,42626.0941228948
"556","Nebraska","77,348",556,28,"USA",2010,234.282874653989,56741.3816674716
"557","Nebraska","77,348",557,28,"USA",2003,244.889427380509,52186.8663871591
"558","Nebraska","77,348",558,28,"USA",2007,599.63989593049,129218.927989402
"559","Nebraska","77,348",559,28,"USA",2012,1208.12868668759,213922.032589468
"560","Nevada","110,572",560,29,"USA",2020,1555.11456355966,245075.195091129
"561","Nevada","110,572",561,29,"USA",2016,1565.67392261058,300721.846306759
"562","Nevada","110,572",562,29,"USA",2009,1405.82630816453,319302.517856131
"563","Nevada","110,572",563,29,"USA",2004,1744.65483002174,537501.769103057
"564","Nevada","110,572",564,29,"USA",2013,4262.39185218294,621305.999318637
"565","Nevada","110,572",565,29,"USA",2018,4758.75825192178,870939.341096054
"566","Nevada","110,572",566,29,"USA",2017,1275.50842455761,382200.425511691
"567","Nevada","110,572",567,29,"USA",2001,1112.72807986653,638073.242493351
"568","Nevada","110,572",568,29,"USA",2002,1488.0112910885,267622.539948569
"569","Nevada","110,572",569,29,"USA",2005,2212.63595843247,609335.685483581
"570","Nevada","110,572",570,29,"USA",2006,862.819352532977,156358.336271671
"571","Nevada","110,572",571,29,"USA",2003,353.09475586346,91894.0439706953
"572","Nevada","110,572",572,29,"USA",2008,2110.16859339516,417643.319090398
"573","Nevada","110,572",573,29,"USA",2007,1032.67261889638,375778.300478714
"574","Nevada","110,572",574,29,"USA",2014,2398.34978303249,445126.886061789
"575","Nevada","110,572",575,29,"USA",2011,845.197175151463,335226.845257396
"576","Nevada","110,572",576,29,"USA",2015,429.726852639911,95665.5707663956
"577","Nevada","110,572",577,29,"USA",2010,337.752565430764,151277.999584667
"578","Nevada","110,572",578,29,"USA",2019,4674.82258964087,1123937.80360166
"579","Nevada","110,572",579,29,"USA",2012,812.961850175323,133385.905034667
"580","New Hampshire","9,349",580,30,"USA",2013,7421.07069839113,2745658.3025326
"581","New Hampshire","9,349",581,30,"USA",2009,6615.65509064332,2305375.68901703
"582","New Hampshire","9,349",582,30,"USA",2002,6383.3191305977,2080488.91540727
"583","New Hampshire","9,349",583,30,"USA",2014,6762.48469060936,2628894.98970105
"584","New Hampshire","9,349",584,30,"USA",2006,7693.40848373249,2641138.18958795
"585","New Hampshire","9,349",585,30,"USA",2018,9951.40989492873,4188319.25214769
"586","New Hampshire","9,349",586,30,"USA",2007,7690.46995056846,2727910.79209555
"587","New Hampshire","9,349",587,30,"USA",2012,7225.17588292279,2800770.48070741
"588","New Hampshire","9,349",588,30,"USA",2019,9336.38566464263,3939662.57182885
"589","New Hampshire","9,349",589,30,"USA",2011,4517.98423024455,1730541.02616743
"590","New Hampshire","9,349",590,30,"USA",2004,6431.35402168924,2183171.55548066
"591","New Hampshire","9,349",591,30,"USA",2020,8398.95514858042,3519514.93343515
"592","New Hampshire","9,349",592,30,"USA",2016,10399.7861581395,4221568.17236115
"593","New Hampshire","9,349",593,30,"USA",2005,7904.01138039518,2717997.27831513
"594","New Hampshire","9,349",594,30,"USA",2001,6904.03496315346,2189144.25586028
"595","New Hampshire","9,349",595,30,"USA",2017,10083.355856098,4159345.21379557
"596","New Hampshire","9,349",596,30,"USA",2015,7431.98643779437,2971003.17766992
"597","New Hampshire","9,349",597,30,"USA",2008,9721.03258418192,3408832.45922336
"598","New Hampshire","9,349",598,30,"USA",2010,8056.18302758523,2990536.77268254
"599","New Hampshire","9,349",599,30,"USA",2003,3414.88694284839,1152100.19203125
"600","New Jersey","8,723",600,31,"USA",2013,1053.71525677167,340680.005069917
"601","New Jersey","8,723",601,31,"USA",2014,1684.84423120929,480543.334873618
"602","New Jersey","8,723",602,31,"USA",2005,1408.38742120922,416150.651275194
"603","New Jersey","8,723",603,31,"USA",2019,3892.42438436843,750541.888246169
"604","New Jersey","8,723",604,31,"USA",2009,926.100308479338,284834.152271407
"605","New Jersey","8,723",605,31,"USA",2018,1194.1266224415,397506.445665572
"606","New Jersey","8,723",606,31,"USA",2002,1676.2882229234,451090.438237762
"607","New Jersey","8,723",607,31,"USA",2016,2061.53112409171,616199.20440162
"608","New Jersey","8,723",608,31,"USA",2017,3110.00943995387,918569.296149392
"609","New Jersey","8,723",609,31,"USA",2020,1999.31839558322,757942.828931114
"610","New Jersey","8,723",610,31,"USA",2004,2156.82587982556,627375.505743912
"611","New Jersey","8,723",611,31,"USA",2010,1439.81592834475,418572.10882358
"612","New Jersey","8,723",612,31,"USA",2006,1596.82002782655,469479.583607783
"613","New Jersey","8,723",613,31,"USA",2003,589.938364007081,158692.586933984
"614","New Jersey","8,723",614,31,"USA",2001,2023.67313423317,513250.737791914
"615","New Jersey","8,723",615,31,"USA",2007,4290.36638465883,1168248.79489277
"616","New Jersey","8,723",616,31,"USA",2012,1404.65229689111,437740.315734648
"617","New Jersey","8,723",617,31,"USA",2011,575.234163330621,176926.262922427
"618","New Jersey","8,723",618,31,"USA",2008,1138.26034027914,351225.10040176
"619","New Jersey","8,723",619,31,"USA",2015,1073.34075848154,323865.436759566
"620","New Mexico","121,590",620,32,"USA",2005,6337.57121115213,1929900.90152112
"621","New Mexico","121,590",621,32,"USA",2017,3131.36381811592,954763.867568476
"622","New Mexico","121,590",622,32,"USA",2013,18612.0197805461,4267256.08722062
"623","New Mexico","121,590",623,32,"USA",2018,11005.1135658838,2379282.75952996
"624","New Mexico","121,590",624,32,"USA",2002,13734.6142321417,2951069.90370343
"625","New Mexico","121,590",625,32,"USA",2014,7150.17293109023,1924695.73763606
"626","New Mexico","121,590",626,32,"USA",2003,7885.54536733896,1687650.10387133
"627","New Mexico","121,590",627,32,"USA",2009,1462.03665299854,486077.85173376
"628","New Mexico","121,590",628,32,"USA",2015,1881.92719260825,550684.095816903
"629","New Mexico","121,590",629,32,"USA",2010,3780.51765294846,1050779.18986265
"630","New Mexico","121,590",630,32,"USA",2019,3756.93251048214,1192947.69584301
"631","New Mexico","121,590",631,32,"USA",2008,6905.69370553294,1398200.79765735
"632","New Mexico","121,590",632,32,"USA",2004,17836.5544062999,4153645.23395107
"633","New Mexico","121,590",633,32,"USA",2007,3253.38759937286,1198852.1865229
"634","New Mexico","121,590",634,32,"USA",2016,5024.7993772802,1123084.05905498
"635","New Mexico","121,590",635,32,"USA",2006,17388.3493847234,4837407.36685148
"636","New Mexico","121,590",636,32,"USA",2001,3865.78485745545,1359805.55657856
"637","New Mexico","121,590",637,32,"USA",2020,3310.0796000468,880364.2512094
"638","New Mexico","121,590",638,32,"USA",2011,25346.6115875659,4864938.39053735
"639","New Mexico","121,590",639,32,"USA",2012,27002.9675621436,6137460.75347914
"640","New York","54,555",640,33,"USA",2020,10461.8602023637,3833159.42842129
"641","New York","54,555",641,33,"USA",2005,8568.81644097162,2533702.38581556
"642","New York","54,555",642,33,"USA",2001,6224.5665295127,1746510.74080723
"643","New York","54,555",643,33,"USA",2009,5029.77034488951,1652258.48941485
"644","New York","54,555",644,33,"USA",2015,7696.29013564319,2620641.94714065
"645","New York","54,555",645,33,"USA",2002,4927.80472965891,1444403.47546829
"646","New York","54,555",646,33,"USA",2014,7388.28080625803,2439428.04210615
"647","New York","54,555",647,33,"USA",2017,12899.2960851216,4538462.11972036
"648","New York","54,555",648,33,"USA",2013,5187.00719141875,1696629.55475868
"649","New York","54,555",649,33,"USA",2018,14659.4285797761,5272157.78666233
"650","New York","54,555",650,33,"USA",2010,6375.8670174032,2104445.30717998
"651","New York","54,555",651,33,"USA",2006,6542.9999422488,2044845.55074614
"652","New York","54,555",652,33,"USA",2003,3469.83439445369,1033782.34432944
"653","New York","54,555",653,33,"USA",2008,6536.95572414676,2075336.99133199
"654","New York","54,555",654,33,"USA",2007,7247.43631801264,2270395.47620663
"655","New York","54,555",655,33,"USA",2019,11415.144967234,4118845.71661158
"656","New York","54,555",656,33,"USA",2011,4084.39520706092,1423352.52716066
"657","New York","54,555",657,33,"USA",2004,7877.33543074652,2379174.81751474
"658","New York","54,555",658,33,"USA",2016,10424.550077029,3513330.24616216
"659","New York","54,555",659,33,"USA",2012,8365.76169746774,2752108.65272285
"660","North Carolina","53,819",660,34,"USA",2013,82149.1115515002,36244631.7097258
"661","North Carolina","53,819",661,34,"USA",2006,99023.8078851262,34944395.9695262
"662","North Carolina","53,819",662,34,"USA",2020,78751.7662018695,40588258.8387059
"663","North Carolina","53,819",663,34,"USA",2018,94290.5472727463,46979752.7103553
"664","North Carolina","53,819",664,34,"USA",2014,93113.3410207615,41868779.73779
"665","North Carolina","53,819",665,34,"USA",2017,114088.354231577,55000187.0812126
"666","North Carolina","53,819",666,34,"USA",2001,92994.8104286351,27122324.5594032
"667","North Carolina","53,819",667,34,"USA",2015,95702.8541119762,43466737.0898521
"668","North Carolina","53,819",668,34,"USA",2005,104939.015056204,36217112.128966
"669","North Carolina","53,819",669,34,"USA",2011,85770.5206291688,36598611.0951682
"670","North Carolina","53,819",670,34,"USA",2003,67450.9421933157,21671746.6366184
"671","North Carolina","53,819",671,34,"USA",2004,95734.54339901,31550571.2138078
"672","North Carolina","53,819",672,34,"USA",2002,89341.8116237832,27619715.5344561
"673","North Carolina","53,819",673,34,"USA",2019,89519.1317036294,45132657.3947267
"674","North Carolina","53,819",674,34,"USA",2010,87075.867817724,34206637.3120147
"675","North Carolina","53,819",675,34,"USA",2012,91923.5280427006,39831640.1455798
"676","North Carolina","53,819",676,34,"USA",2009,70776.7669926091,26809776.4278412
"677","North Carolina","53,819",677,34,"USA",2016,110555.799233843,52369690.1716131
"678","North Carolina","53,819",678,34,"USA",2007,105550.628954292,38063787.4455511
"679","North Carolina","53,819",679,34,"USA",2008,102818.058186389,35982236.0651965
"680","North Dakota","70,698",680,35,"USA",2018,9.66649986560404,2582.20252383542
"681","North Dakota","70,698",681,35,"USA",2020,12.3347464831405,2622.22727375851
