"","adm1","iso","umd_tree_cover_loss__year","umd_tree_cover_loss__ha","gfw_gross_emissions_co2e_all_gases__Mg","name"
"682",35,"USA",2013,198.472158305798,33335.0555326607,"North Dakota"
"683",35,"USA",2006,612.336660741491,104868.096243214,"North Dakota"
"684",35,"USA",2004,754.178568233558,123886.8329499,"North Dakota"
"685",35,"USA",2009,106.31145942977,20481.3710090008,"North Dakota"
"686",35,"USA",2016,26.2318490118953,5918.11601004932,"North Dakota"
"687",35,"USA",2005,654.18437170395,118398.527831443,"North Dakota"
"688",35,"USA",2001,321.935489939806,49392.633819877,"North Dakota"
"689",35,"USA",2017,27.7881006122186,6200.78366440878,"North Dakota"
"690",35,"USA",2003,225.59618112232,34709.6035688263,"North Dakota"
"691",35,"USA",2002,746.910609493816,118053.912560242,"North Dakota"
"692",35,"USA",2010,386.562900352451,77979.9131461218,"North Dakota"
"693",35,"USA",2011,214.514931561753,43601.5805738936,"North Dakota"
"694",35,"USA",2019,5.70395876257616,1253.57750714189,"North Dakota"
"695",35,"USA",2015,4.74896971753703,1190.77714787208,"North Dakota"
"696",35,"USA",2007,555.762549585916,102846.933123205,"North Dakota"
"697",35,"USA",2014,149.501733927603,28166.950502302,"North Dakota"
"698",35,"USA",2008,774.938037648177,147683.908656401,"North Dakota"
"699",35,"USA",2012,473.242334065306,94412.2967697165,"North Dakota"
"700",36,"USA",2009,5950.581222593,1993924.28754892,"Ohio"
"701",36,"USA",2002,5418.28221216688,1678162.52972853,"Ohio"
"702",36,"USA",2006,6772.95645835615,2191986.29994441,"Ohio"
"703",36,"USA",2013,5111.75273234103,1780323.03243364,"Ohio"
"704",36,"USA",2018,5793.71116292222,2120638.26332481,"Ohio"
"705",36,"USA",2007,7980.81343743549,2627408.54632446,"Ohio"
"706",36,"USA",2014,5998.84197848789,2109794.10819382,"Ohio"
"707",36,"USA",2011,5992.90976987504,2098949.90394958,"Ohio"
"708",36,"USA",2020,6002.71484847831,2313799.95196465,"Ohio"
"709",36,"USA",2015,6739.32466909426,2412224.95928476,"Ohio"
"710",36,"USA",2016,8963.0889586937,3205423.73995938,"Ohio"
"711",36,"USA",2019,5115.42007517681,1938086.72112225,"Ohio"
"712",36,"USA",2017,10559.6361249814,3796368.83540325,"Ohio"
"713",36,"USA",2004,5745.22645520399,1822925.36892288,"Ohio"
"714",36,"USA",2012,8444.74627839237,2977240.36640899,"Ohio"
"715",36,"USA",2008,8570.18176921315,2856152.42545444,"Ohio"
"716",36,"USA",2005,7321.8823094452,2329905.99743555,"Ohio"
"717",36,"USA",2001,5680.23851753904,1724393.9789657,"Ohio"
"718",36,"USA",2003,4923.73832134685,1582743.7791341,"Ohio"
"719",36,"USA",2010,8572.47507107665,2948302.98963027,"Ohio"
"720",37,"USA",2014,19572.3588322211,7227248.21464568,"Oklahoma"
"721",37,"USA",2019,16081.9065038541,6778775.35248116,"Oklahoma"
"722",37,"USA",2018,16148.5770752135,6337636.58827788,"Oklahoma"
"723",37,"USA",2002,24086.6978428224,6482243.1562231,"Oklahoma"
"724",37,"USA",2016,20956.8142657711,8406786.74390347,"Oklahoma"
"725",37,"USA",2013,17184.6478832729,6404403.40501248,"Oklahoma"
"726",37,"USA",2001,25273.2687267811,6238587.27285978,"Oklahoma"
"727",37,"USA",2020,12457.9843170081,5331252.90870024,"Oklahoma"
"728",37,"USA",2004,23409.5481990246,6542030.73037439,"Oklahoma"
"729",37,"USA",2005,25761.0772918373,7840150.77535968,"Oklahoma"
"730",37,"USA",2010,19935.805753248,6601587.00947207,"Oklahoma"
"731",37,"USA",2009,21288.2501370072,6266590.97585702,"Oklahoma"
"732",37,"USA",2003,15024.6201491887,4172904.16364915,"Oklahoma"
"733",37,"USA",2007,26524.1661427062,8046690.54636196,"Oklahoma"
"734",37,"USA",2012,25817.7148780923,8483768.0858314,"Oklahoma"
"735",37,"USA",2017,20280.8139950453,8184389.95333652,"Oklahoma"
"736",37,"USA",2011,21164.5413297626,7004736.49327459,"Oklahoma"
"737",37,"USA",2008,26082.7598520678,8247383.43752258,"Oklahoma"
"738",37,"USA",2015,15618.5272376994,6093899.88412554,"Oklahoma"
"739",37,"USA",2006,26742.3924603729,8055570.59734445,"Oklahoma"
"740",38,"USA",2017,131508.59532838,115411603.318558,"Oregon"
"741",38,"USA",2013,72449.8240386106,74958107.4993282,"Oregon"
"742",38,"USA",2005,75891.2468473243,70803033.6215728,"Oregon"
"743",38,"USA",2010,70545.8895883315,68298632.084017,"Oregon"
"744",38,"USA",2006,90711.8142434969,80574840.9860239,"Oregon"
"745",38,"USA",2009,61502.5418194951,62727885.6416982,"Oregon"
"746",38,"USA",2002,196635.328647176,121208118.019476,"Oregon"
"747",38,"USA",2007,80102.5340722919,66721236.61429,"Oregon"
"748",38,"USA",2014,82980.4061962815,82226545.1604948,"Oregon"
"749",38,"USA",2003,95476.7732095753,77237740.5583582,"Oregon"
"750",38,"USA",2018,140057.900703065,132253592.917726,"Oregon"
"751",38,"USA",2015,82134.2727814159,74310354.5034449,"Oregon"
"752",38,"USA",2012,78084.6040716088,75024641.2010644,"Oregon"
"753",38,"USA",2011,67000.2589989217,67446817.8183537,"Oregon"
"754",38,"USA",2008,85994.1399212755,77127793.2201343,"Oregon"
"755",38,"USA",2004,127923.52200355,98458142.5089623,"Oregon"
"756",38,"USA",2020,184140.168012532,147893155.821727,"Oregon"
"757",38,"USA",2019,104110.211039506,105158938.329224,"Oregon"
"758",38,"USA",2001,66707.2614785177,55215112.6355805,"Oregon"
"759",38,"USA",2016,109783.659013656,95581652.3779516,"Oregon"
"760",39,"USA",2014,10429.1335904048,3684640.17606992,"Pennsylvania"
"761",39,"USA",2015,10856.5763405954,3880434.66465771,"Pennsylvania"
"762",39,"USA",2016,11336.2527569534,4096735.28407316,"Pennsylvania"
"763",39,"USA",2017,17897.8599895405,6632321.24123886,"Pennsylvania"
"764",39,"USA",2013,8809.52754817818,3054225.15500535,"Pennsylvania"
"765",39,"USA",2001,7965.04799231969,2340255.12241541,"Pennsylvania"
"766",39,"USA",2020,11666.6726068373,4498624.01218858,"Pennsylvania"
"767",39,"USA",2018,13153.0463976612,5004637.48835256,"Pennsylvania"
"768",39,"USA",2005,12076.3624236934,3754095.93807009,"Pennsylvania"
"769",39,"USA",2019,13044.1612242118,4964055.79460665,"Pennsylvania"
"770",39,"USA",2009,11620.344738003,3881063.97721884,"Pennsylvania"
"771",39,"USA",2008,13226.9077257911,4350444.97483642,"Pennsylvania"
"772",39,"USA",2002,10126.8701089062,3039775.32177019,"Pennsylvania"
"773",39,"USA",2010,12778.2548223726,4332761.72367408,"Pennsylvania"
"774",39,"USA",2003,5297.19894572861,1625346.73775225,"Pennsylvania"
"775",39,"USA",2011,11931.3424922806,4143337.57932982,"Pennsylvania"
"776",39,"USA",2004,11800.6653648978,3645486.09340778,"Pennsylvania"
"777",39,"USA",2007,17710.6923848559,5788934.61088631,"Pennsylvania"
"778",39,"USA",2006,14532.0439673246,4614056.02122257,"Pennsylvania"
"779",39,"USA",2012,12757.8909111213,4490269.89194482,"Pennsylvania"
"780",40,"USA",2020,469.058607606783,180225.382635448,"Rhode Island"
"781",40,"USA",2013,104.532060114704,36544.542785955,"Rhode Island"
"782",40,"USA",2002,225.425388169578,65546.9135651944,"Rhode Island"
"783",40,"USA",2017,1424.81987140336,518558.738812817,"Rhode Island"
"784",40,"USA",2001,272.127418570657,80401.347288732,"Rhode Island"
"785",40,"USA",2018,342.673438996163,132772.105379452,"Rhode Island"
"786",40,"USA",2005,280.8393398271,87994.1895249943,"Rhode Island"
"787",40,"USA",2006,355.174353988699,113279.136784634,"Rhode Island"
"788",40,"USA",2003,212.07870385728,65647.2685528001,"Rhode Island"
"789",40,"USA",2009,199.833959560546,67109.4878443838,"Rhode Island"
"790",40,"USA",2007,265.161963144625,86619.7951799308,"Rhode Island"
"791",40,"USA",2014,144.55870669061,47689.2608961257,"Rhode Island"
"792",40,"USA",2011,65.3128324559865,23482.9273701028,"Rhode Island"
"793",40,"USA",2008,394.851130101696,132929.224714999,"Rhode Island"
"794",40,"USA",2015,208.639400114104,71908.4856670788,"Rhode Island"
"795",40,"USA",2010,209.462316178485,72331.335228401,"Rhode Island"
"796",40,"USA",2019,326.84675034464,124037.620304168,"Rhode Island"
"797",40,"USA",2004,244.78302250076,74873.2798172997,"Rhode Island"
"798",40,"USA",2012,243.664215569028,84953.4413351598,"Rhode Island"
"799",40,"USA",2016,3205.03046910358,1186510.41115533,"Rhode Island"
"800",41,"USA",2013,78100.3124481081,37286721.5655193,"South Carolina"
"801",41,"USA",2006,95853.8895358478,36878329.01581,"South Carolina"
"802",41,"USA",2018,89314.128088593,50342917.4607067,"South Carolina"
"803",41,"USA",2004,97153.1480214134,35057737.0180467,"South Carolina"
"804",41,"USA",2020,77140.4272421385,44295511.6975208,"South Carolina"
"805",41,"USA",2016,99672.7890553508,53183176.7836368,"South Carolina"
"806",41,"USA",2011,72092.6064412305,31748799.7708072,"South Carolina"
"807",41,"USA",2001,83795.7768334932,26787470.053939,"South Carolina"
"808",41,"USA",2009,63218.9392153347,26143652.5375206,"South Carolina"
"809",41,"USA",2015,80316.7257518486,42151118.5990895,"South Carolina"
"810",41,"USA",2005,94498.3001109869,35250018.1816505,"South Carolina"
"811",41,"USA",2014,87998.9473051916,44575399.9944025,"South Carolina"
"812",41,"USA",2017,103196.7860939,57114721.259271,"South Carolina"
"813",41,"USA",2003,65404.0285729954,22498155.5747769,"South Carolina"
"814",41,"USA",2002,94888.0792451194,31484385.3877113,"South Carolina"
"815",41,"USA",2010,89703.6171346716,38132638.6066085,"South Carolina"
"816",41,"USA",2019,81709.7313703446,46028793.9462886,"South Carolina"
"817",41,"USA",2008,91049.2576621894,36954948.1946637,"South Carolina"
"818",41,"USA",2007,92279.0504889936,36775058.8853704,"South Carolina"
"819",41,"USA",2012,86494.9720311538,38940968.6405199,"South Carolina"
"820",42,"USA",2009,3193.62734522727,1098634.46435264,"South Dakota"
"821",42,"USA",2017,3821.65495969944,1365459.84097983,"South Dakota"
"822",42,"USA",2018,21135.6445208424,7994012.33569824,"South Dakota"
"823",42,"USA",2002,1992.4137164001,352167.325977985,"South Dakota"
"824",42,"USA",2013,15881.1712021719,5480816.72847393,"South Dakota"
"825",42,"USA",2006,4729.60733269745,1489429.33238223,"South Dakota"
"826",42,"USA",2020,1622.44175641995,532054.701069572,"South Dakota"
"827",42,"USA",2004,4111.81497972594,1259252.0007025,"South Dakota"
"828",42,"USA",2016,2652.94072784415,935414.054786901,"South Dakota"
"829",42,"USA",2014,29203.6100044622,10665820.1318383,"South Dakota"
"830",42,"USA",2003,4055.59581082457,1081048.58015207,"South Dakota"
"831",42,"USA",2001,10293.8641816327,2815664.71983952,"South Dakota"
"832",42,"USA",2007,4849.22928473538,1585209.16055421,"South Dakota"
"833",42,"USA",2005,6493.94349102345,2032261.64754942,"South Dakota"
"834",42,"USA",2011,2798.33466187902,961458.530249433,"South Dakota"
"835",42,"USA",2008,5233.94018079572,1701846.7621514,"South Dakota"
"836",42,"USA",2015,7582.45399465679,2632001.29003074,"South Dakota"
"837",42,"USA",2012,1740.60043959945,527504.096835506,"South Dakota"
"838",42,"USA",2019,15319.1082628189,5380192.18437227,"South Dakota"
"839",42,"USA",2010,4275.38780129888,1446521.88403017,"South Dakota"
"840",43,"USA",2018,23831.1827441726,9194965.21853991,"Tennessee"
"841",43,"USA",2002,32648.9543139589,10155897.4907204,"Tennessee"
"842",43,"USA",2014,22244.720764198,7983456.22719079,"Tennessee"
"843",43,"USA",2013,22579.4053804334,7734639.77742989,"Tennessee"
"844",43,"USA",2009,23114.4870633556,7874324.95109788,"Tennessee"
"845",43,"USA",2004,40029.6183170758,12826947.051846,"Tennessee"
"846",43,"USA",2007,43425.9073319316,14388000.1425931,"Tennessee"
"847",43,"USA",2019,23485.3999976922,9158290.91591218,"Tennessee"
"848",43,"USA",2006,41109.3449373887,13560461.0145079,"Tennessee"
"849",43,"USA",2001,42768.9796532694,13267134.3622756,"Tennessee"
"850",43,"USA",2020,22165.2338378269,8710355.40317289,"Tennessee"
"851",43,"USA",2016,31366.184268214,11399804.4705965,"Tennessee"
"852",43,"USA",2005,40230.804405934,13142611.5609784,"Tennessee"
"853",43,"USA",2010,32570.7767776231,11311341.6230202,"Tennessee"
"854",43,"USA",2017,37936.6680033612,14270286.452183,"Tennessee"
"855",43,"USA",2003,26399.2798378802,8352398.51244134,"Tennessee"
"856",43,"USA",2012,28502.1589040034,9975830.6396821,"Tennessee"
"857",43,"USA",2011,24993.5060416321,8709527.22075542,"Tennessee"
"858",43,"USA",2015,25842.8499311385,9457012.58841691,"Tennessee"
"859",43,"USA",2008,39045.6780674134,13128391.8250133,"Tennessee"
"860",44,"USA",2005,119794.49711683,39433653.2313632,"Texas"
"861",44,"USA",2009,91612.1850606664,33176561.3567331,"Texas"
"862",44,"USA",2002,85265.7547706847,24700381.5463493,"Texas"
"863",44,"USA",2014,89540.3506530791,39954584.1972334,"Texas"
"864",44,"USA",2017,79831.9887144876,40098981.0056726,"Texas"
"865",44,"USA",2018,67349.4502057413,33560691.1684733,"Texas"
"866",44,"USA",2010,105010.703024171,40597667.4343617,"Texas"
"867",44,"USA",2006,108365.447572272,36117614.6226834,"Texas"
"868",44,"USA",2013,80394.7694592036,36119600.2918877,"Texas"
"869",44,"USA",2020,67476.2478278029,34816053.7287511,"Texas"
"870",44,"USA",2007,124107.431431378,42768348.0899668,"Texas"
"871",44,"USA",2019,64541.0957053157,32338739.8663932,"Texas"
"872",44,"USA",2003,77654.9107929662,23910538.6939852,"Texas"
"873",44,"USA",2008,107469.207584478,38076192.8073645,"Texas"
"874",44,"USA",2015,70186.199318829,33824495.5005226,"Texas"
"875",44,"USA",2016,85491.6365816808,41738471.5366115,"Texas"
"876",44,"USA",2011,127434.165097547,46676141.8080768,"Texas"
"877",44,"USA",2004,118407.658796345,38384842.0842188,"Texas"
"878",44,"USA",2012,124490.086703267,44792229.4592597,"Texas"
"879",44,"USA",2001,111298.276662527,30904636.091922,"Texas"
"880",45,"USA",2013,2220.64167869094,561411.507986042,"Utah"
"881",45,"USA",2014,1965.65930115315,510772.918868914,"Utah"
"882",45,"USA",2017,19182.5856762223,3804758.59433136,"Utah"
"883",45,"USA",2015,1035.75541832436,318491.941102443,"Utah"
"884",45,"USA",2005,16252.3855213706,5234891.79514118,"Utah"
"885",45,"USA",2019,15043.6967594597,3645073.51205315,"Utah"
"886",45,"USA",2018,23395.671246874,4028977.93268308,"Utah"
"887",45,"USA",2004,8981.58946345546,2728041.34422728,"Utah"
"888",45,"USA",2002,21564.4666125184,3432254.02936484,"Utah"
"889",45,"USA",2016,2831.17228615227,728979.87923265,"Utah"
"890",45,"USA",2003,4936.64538809037,1019384.05651696,"Utah"
"891",45,"USA",2001,4958.88344765809,1543209.07132179,"Utah"
"892",45,"USA",2020,11425.7429488195,2406593.76136436,"Utah"
"893",45,"USA",2009,7178.05847438416,1809119.8138455,"Utah"
"894",45,"USA",2011,19556.5612932146,5823799.27322618,"Utah"
"895",45,"USA",2010,5631.53726256338,1570328.27423082,"Utah"
"896",45,"USA",2012,10423.5325410826,1988238.36966182,"Utah"
"897",45,"USA",2008,5076.38350454824,1557851.89209848,"Utah"
"898",45,"USA",2007,10503.9133502056,2101313.38342044,"Utah"
"899",45,"USA",2006,4009.9543796173,1058984.44223552,"Utah"
"900",46,"USA",2020,3080.86619883388,1228538.54341675,"Vermont"
"901",46,"USA",2005,2381.80147045023,776244.645118438,"Vermont"
"902",46,"USA",2009,2505.06108704399,851434.11862049,"Vermont"
"903",46,"USA",2013,1794.88601770064,634641.323112605,"Vermont"
"904",46,"USA",2002,2064.29067770153,652847.267520512,"Vermont"
"905",46,"USA",2001,2795.66200386351,843724.224899187,"Vermont"
"906",46,"USA",2017,3403.9318240074,1333966.26591822,"Vermont"
"907",46,"USA",2003,900.000769065967,281783.451033072,"Vermont"
"908",46,"USA",2015,2552.53079153484,954868.618191115,"Vermont"
"909",46,"USA",2010,3951.96548229609,1402954.02049648,"Vermont"
"910",46,"USA",2006,3099.63838192171,1047775.70217963,"Vermont"
"911",46,"USA",2011,1728.53134371704,615166.45265014,"Vermont"
"912",46,"USA",2018,3971.1816077445,1574205.4694959,"Vermont"
"913",46,"USA",2007,2038.63559155488,696540.699387933,"Vermont"
"914",46,"USA",2014,2558.69401542393,914785.568971726,"Vermont"
"915",46,"USA",2019,3344.00684286035,1295333.68988472,"Vermont"
"916",46,"USA",2008,2468.65178529692,859712.589942937,"Vermont"
"917",46,"USA",2004,2165.22367330398,691943.052743213,"Vermont"
"918",46,"USA",2012,2937.37896562895,1049880.75074745,"Vermont"
"919",46,"USA",2016,3126.11815772631,1184200.2880279,"Vermont"
"920",47,"USA",2013,54944.9485246427,23799391.3225331,"Virginia"
"921",47,"USA",2018,59407.0551593729,29599484.633461,"Virginia"
"922",47,"USA",2015,63549.2546608715,29279526.0721793,"Virginia"
"923",47,"USA",2006,67195.9072275233,23809448.8580084,"Virginia"
"924",47,"USA",2011,49287.6002541006,20257227.3925326,"Virginia"
"925",47,"USA",2020,49888.1204228205,25688737.0755313,"Virginia"
"926",47,"USA",2004,56143.890216556,18708145.0058868,"Virginia"
"927",47,"USA",2014,61267.848982319,27098757.935356,"Virginia"
"928",47,"USA",2019,54539.1722163573,27626870.6657917,"Virginia"
"929",47,"USA",2017,69374.7560574679,33914386.9557202,"Virginia"
"930",47,"USA",2001,55317.6749316425,16408217.5124972,"Virginia"
"931",47,"USA",2009,56403.0832608042,21889404.244387,"Virginia"
"932",47,"USA",2016,68172.1830617944,32356064.7280834,"Virginia"
"933",47,"USA",2005,63116.454683452,21682913.0298338,"Virginia"
"934",47,"USA",2010,59132.3307084061,23423396.6362252,"Virginia"
"935",47,"USA",2003,40881.6660629231,13273780.6247545,"Virginia"
"936",47,"USA",2008,66894.0284301367,24855439.8999854,"Virginia"
"937",47,"USA",2002,54347.2396992427,16952178.0986381,"Virginia"
"938",47,"USA",2007,67758.6216970266,24539346.6268691,"Virginia"
"939",47,"USA",2012,56259.7116292601,23373409.634492,"Virginia"
"940",48,"USA",2020,63227.998676948,48658721.4788386,"Washington"
"941",48,"USA",2016,140326.258826249,67596491.3925511,"Washington"
"942",48,"USA",2013,61955.2023403988,44061385.570012,"Washington"
"943",48,"USA",2018,98115.7844157829,61556269.2850718,"Washington"
"944",48,"USA",2009,54410.6435129018,37032549.8438947,"Washington"
"945",48,"USA",2004,100965.140891966,58289795.7551804,"Washington"
"946",48,"USA",2005,78524.3913886021,53216906.3215329,"Washington"
"947",48,"USA",2001,75875.4972426295,41270714.9005578,"Washington"
"948",48,"USA",2017,106950.816845586,65633609.3033544,"Washington"
"949",48,"USA",2003,82576.2926292804,41320962.4141715,"Washington"
"950",48,"USA",2002,67859.8746538918,39521282.1276234,"Washington"
"951",48,"USA",2010,54446.4065444998,40281034.1514461,"Washington"
"952",48,"USA",2006,131275.428953944,64585187.0066149,"Washington"
"953",48,"USA",2011,50474.061266282,40510446.4207116,"Washington"
"954",48,"USA",2008,87737.9311715446,55509075.2663137,"Washington"
"955",48,"USA",2007,88629.9576140925,47829144.2749575,"Washington"
"956",48,"USA",2014,80732.8292310577,49959053.5853607,"Washington"
"957",48,"USA",2019,76373.9043880376,52451307.7466898,"Washington"
"958",48,"USA",2015,107249.73245204,54379738.2141221,"Washington"
"959",48,"USA",2012,75201.8927748119,52553024.9038355,"Washington"
"960",49,"USA",2013,7798.91929088683,2884765.71265733,"West Virginia"
"961",49,"USA",2006,10373.1044196728,3595891.72208851,"West Virginia"
"962",49,"USA",2009,9560.7548259077,3446265.39201851,"West Virginia"
"963",49,"USA",2002,8841.13692421747,2838678.17077605,"West Virginia"
"964",49,"USA",2007,15371.1597650715,5332487.17222884,"West Virginia"
"965",49,"USA",2014,13025.2703311139,4857503.87437669,"West Virginia"
"966",49,"USA",2011,7686.02467709171,2875230.9617404,"West Virginia"
"967",49,"USA",2018,13670.6973381974,5573267.76110335,"West Virginia"
"968",49,"USA",2015,13529.4669193044,5206293.82357011,"West Virginia"
"969",49,"USA",2012,11852.5112747994,4493898.50869023,"West Virginia"
"970",49,"USA",2019,13777.4407938527,5634444.22505108,"West Virginia"
"971",49,"USA",2005,12595.2597026104,4324770.04352557,"West Virginia"
"972",49,"USA",2004,7562.84299748741,2495409.36974796,"West Virginia"
"973",49,"USA",2020,12160.32657588,5089811.57775195,"West Virginia"
"974",49,"USA",2016,16873.3449234937,6665421.31830925,"West Virginia"
"975",49,"USA",2008,12800.3004419842,4534499.49399473,"West Virginia"
"976",49,"USA",2001,8308.04592465436,2637491.76934147,"West Virginia"
"977",49,"USA",2017,18894.5764136094,7476370.11660045,"West Virginia"
"978",49,"USA",2003,3389.20717443787,1140321.6574982,"West Virginia"
"979",49,"USA",2010,10474.5761847186,3787289.78990628,"West Virginia"
"980",50,"USA",2014,17897.5138972283,4683243.17993634,"Wisconsin"
"981",50,"USA",2013,14785.9955430027,3728383.72811182,"Wisconsin"
"982",50,"USA",2020,30555.5224122568,9175601.65803865,"Wisconsin"
"983",50,"USA",2016,21625.4087053632,5810174.04512923,"Wisconsin"
"984",50,"USA",2005,18814.6981948537,3967966.78574039,"Wisconsin"
"985",50,"USA",2019,30671.8274690454,9066794.98344901,"Wisconsin"
"986",50,"USA",2009,21999.3378633232,5192200.40719772,"Wisconsin"
"987",50,"USA",2018,25870.3556065434,7324210.71287537,"Wisconsin"
"988",50,"USA",2002,14125.961733119,2838854.34817581,"Wisconsin"
"989",50,"USA",2010,19261.4166874927,4724436.96840002,"Wisconsin"
"990",50,"USA",2017,26353.7032834002,7314039.9001885,"Wisconsin"
"991",50,"USA",2001,17631.3019870962,3449423.52258438,"Wisconsin"
"992",50,"USA",2004,19933.6742529695,4074221.0686561,"Wisconsin"
"993",50,"USA",2007,22668.2668763324,5282249.06306173,"Wisconsin"
"994",50,"USA",2006,16998.5587952933,3710063.44928149,"Wisconsin"
"995",50,"USA",2003,8081.31861236172,1686058.10209391,"Wisconsin"
"996",50,"USA",2008,20329.5581461588,4740335.39390227,"Wisconsin"
"997",50,"USA",2015,17076.5082435067,4529748.75787668,"Wisconsin"
"998",50,"USA",2012,20835.4235175945,5327713.51040004,"Wisconsin"
"999",50,"USA",2011,17324.5418253841,4316234.3106311,"Wisconsin"
"1000",51,"USA",2013,17320.3531076912,3705967.14835226,"Wyoming"
"1001",51,"USA",2002,14398.1136273414,3841253.42799708,"Wyoming"
"1002",51,"USA",2005,28439.3865448833,10569709.348901,"Wyoming"
"1003",51,"USA",2017,16901.1298827283,3985799.71388961,"Wyoming"
"1004",51,"USA",2003,15695.9133352119,4314524.88298944,"Wyoming"
"1005",51,"USA",2018,17397.9622058094,4218271.96272883,"Wyoming"
"1006",51,"USA",2007,29725.0887088882,9239210.99171524,"Wyoming"
"1007",51,"USA",2014,11476.5553694531,3356678.2038873,"Wyoming"
"1008",51,"USA",2006,6502.24643853937,1784919.71986188,"Wyoming"
"1009",51,"USA",2009,13567.5946443655,4868626.11910684,"Wyoming"
"1010",51,"USA",2015,2654.56434488757,803244.524315866,"Wyoming"
"1011",51,"USA",2010,19262.518138685,6864456.2663287,"Wyoming"
"1012",51,"USA",2019,18349.6722845448,4702874.71617996,"Wyoming"
"1013",51,"USA",2008,30180.746748313,8605191.13300992,"Wyoming"
"1014",51,"USA",2004,17913.8621063591,5977524.92530074,"Wyoming"
"1015",51,"USA",2012,22445.0771332867,4616629.67126419,"Wyoming"
"1016",51,"USA",2016,14121.6996364008,2621706.57525741,"Wyoming"
"1017",51,"USA",2011,24445.2346593642,8399497.41683232,"Wyoming"
"1018",51,"USA",2001,18942.3083433403,6341327.94480768,"Wyoming"
"1019",51,"USA",2020,5793.02455842544,1108157.25658627,"Wyoming"
